51.1,46.2,32.2
149.7,139.3,108.5
69.4,73.2,144.7
47,59.4,31
103.7,97.5,190
125.6,171,189.6
160.1,131.2,31.4
52.6,43.9,164.4
110.9,72.8,58
25.5,17.4,44.5
129.1,171.9,41.2
169.1,159,24.7
29.1,21.7,105.1
56.8,94.1,39.6
79.1,49.8,22.9
209.2,226.9,27
118.1,76.3,134.2
61.7,83.8,170.5
332.5,351,377.6
224.6,237.7,267.4
141.8,150.2,172.2
77.8,82.1,94.7
35.2,37.2,44.5
7.8,8.2,8.9
332.5,351,377.6
